myneta_id,name,constituency,party,age,education,criminal_cases,criminal_details,movable_total,immovable_total,total_assets,liabilities,affidavit_url
3716,R. Janarthanan,NANGUNERI,BSP,31,Others,0,,1885500,0,1885500,40000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3716
3717,Chithirai Selvan,NANGUNERI,Tamizhaga Vaazhvurimai Katchi,44,Graduate Professional,0,,5421592,0,5421592,530000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3717
3718,Tamilselvi,NANGUNERI,Puthiya Tamilagam,48,Literate,0,,121000,0,121000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3718
3719,Krish.Mariappan,NANGUNERI,Thamizhaka Padaippalar Makkal Katchi,46,8th Pass,0,,933000,1628870,2561870,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3719
3720,Dr.S.Vellai Durai,NANGUNERI,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,61,Doctorate,0,,11214528,16950000,28164528,8616000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3720
3721,M. Aruna,NANGUNERI,IND,37,8th Pass,0,,4637460,0,4637460,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3721
3722,R.Ananthi,NANGUNERI,IND,30,Graduate,0,,181000,200000,381000,104400,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3722
3723,N.Kalaberumal,NANGUNERI,IND,49,12th Pass,0,,3117640,9800000,12917640,160000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3723
3724,M. Kumar,NANGUNERI,IND,35,5th Pass,2,IPC; IPC,4025000,7150000,11175000,2329500,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3724
3725,T. Sankar,NANGUNERI,IND,40,10th Pass,4,IPC; IPC; IPC; IPC,8951000,2739935,11690935,3291511,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3725
3726,Shanmugam,NANGUNERI,IND,32,Others,0,,121000,1500000,1621000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3726
3727,Thanithangam,NANGUNERI,IND,45,Post Graduate,0,,3310000,10000000,13310000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3727
3728,Nallakkannu Alias Karthic.K,NANGUNERI,IND,39,Graduate Professional,0,,150000,0,150000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3728
3729,A.Rani Nadar Alias Pushparani,NANGUNERI,IND,46,Graduate,0,,1791140,0,1791140,252000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3729
3730,S.Mariyappan,NANGUNERI,IND,42,Post Graduate,0,,1436391,0,1436391,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3730
3731,Sudaroli S.Murugan Yadhav,NANGUNERI,IND,48,Graduate Professional,1,IPC,5752131,3200000,8952131,1520000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3731
3732,T. Rajkumar,NANGUNERI,IND,38,10th Pass,0,,2775000,0,2775000,785000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3732
3733,Dev.P.Jegadeesan,NANGUNERI,IND,60,Graduate Professional,0,,15708457,78876500,94584957,9951000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3733
3734,Alex S,NATHAM,Tamizhaga Vaazhvurimai Katchi,43,5th Pass,6,IPC; IPC; IPC; IPC; IPC; IPC,30000,0,30000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3734
3735,Rajasekaran P,NATHAM,Aanaithinthiya Jananayaka Pathukappu Kazhagam,27,Others,3,IPC; IPC; BNS,131000,0,131000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3735
3736,Vijayakumar S,NATHAM,Puthiya Tamilagam,47,Graduate,0,,1265000,0,1265000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3736
3737,Gopal R,NATHAM,IND,49,8th Pass,0,,40000,0,40000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3737
3738,Satham Usain M,NATHAM,IND,30,12th Pass,0,,1300883,0,1300883,2017661,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3738
3739,Sundar C,NATHAM,IND,45,12th Pass,0,,860000,0,860000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3739
3740,Dhandabani K,NATHAM,IND,54,10th Pass,0,,1441605,455000,1896605,150000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3740
3741,Tamilselvan C,NATHAM,IND,43,Graduate,0,,1027000,0,1027000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3741
3742,Manikandan V,NATHAM,IND,49,10th Pass,0,,172426,0,172426,160000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3742
3743,Maria Arockiam S,NATHAM,IND,57,5th Pass,1,IPC,136290,0,136290,184753,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3743
3744,Murugesan C,NATHAM,IND,48,Graduate,4,IPC; IPC; IPC; IPC,200000,0,200000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3744
3745,Rama Janarthanan S,NATHAM,IND,45,Post Graduate,0,,6181000,1800000,7981000,79600,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3745
3746,Vijayakumar S,NATHAM,IND,31,Graduate,0,,850000,0,850000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3746
3747,Mohan. S,ODDANCHATRAM,Tamilaga Vettri Kazhagam,46,Others,1,IPC,11455583,10000000,21455583,9864230,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3747
3748,Arumugam. M,ODDANCHATRAM,IND,59,5th Pass,0,,276000,0,276000,125300,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3748
3749,Ananthraj. T,ODDANCHATRAM,IND,40,12th Pass,0,,377652,0,377652,40253,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3749
3750,Kumarrathinam. M,ODDANCHATRAM,IND,55,Post Graduate,0,,213076,750000,963076,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3750
3751,Chellamuthu. K,ODDANCHATRAM,IND,61,Graduate,0,,504564,5505000,6009564,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3751
3752,Nagul Prakash. A,ODDANCHATRAM,IND,32,Graduate Professional,0,,369725,0,369725,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3752
3753,Prabaharan. M,ODDANCHATRAM,IND,35,Others,0,,3355064,1516000,4871064,868684,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3753
3754,Manikannan. A,ODDANCHATRAM,IND,26,Graduate,0,,1205000,1000000,2205000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3754
3755,Gopi. R.,PALACODE,Tamilaga Vettri Kazhagam,49,Post Graduate,0,,62112974,131955743,194068717,131654777,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3755
3756,Palaniyammal. M.,PALACODE,Tamilar Makkal Katchi,58,Illiterate,0,,20500,0,20500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3756
3757,Ramesh. P.,PALACODE,Naadaalum Makkal Katchi,48,8th Pass,0,,278000,1500000,1778000,400000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3757
3758,Jayaraman Perumal. P.,PALACODE,Tamizhaga Vaazhvurimai Katchi,54,8th Pass,1,IPC,1950000,498225,2448225,853000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3758
3759,Krishnan. L.,PALACODE,IND,57,10th Pass,0,,3410000,1000000,4410000,1200000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3759
3760,Chinnasamy. N.,PALACODE,IND,39,12th Pass,2,IPC; IPC,643700,2100000,2743700,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3760
3761,Raman. M.,PALACODE,IND,48,10th Pass,0,,2507500,800000,3307500,824765,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3761
3762,Ajith Kumar. S.,PENNAGARAM,BSP,27,Graduate Professional,0,,590010,0,590010,163000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3762
3763,Kannan. K.,PENNAGARAM,Tamilar Makkal Katchi,54,Graduate Professional,0,,22000,40000000,40022000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3763
3764,Thavamani. C.,PENNAGARAM,Tamizhaga Vaazhvurimai Katchi,61,10th Pass,1,IPC,4395000,484412,4879412,5188000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3764
3765,Annamalai. M.,PENNAGARAM,IND,29,Post Graduate,0,,115211,300000,415211,60200,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3765
3766,Arunkumar. G.,PENNAGARAM,IND,41,10th Pass,0,,1655824,1400000,3055824,1076000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3766
3767,Elavarsan. A.,PENNAGARAM,IND,32,Others,0,,34500,0,34500,216500,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3767
3768,Selvam. V.,PENNAGARAM,IND,52,Illiterate,1,IPC,1125000,4000000,5125000,1860000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3768
3769,Sendrayan. G.,PENNAGARAM,IND,63,8th Pass,0,,920000,2200000,3120000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3769
3770,Gnanaselvam. S.,PENNAGARAM,IND,42,10th Pass,0,,560800,200000,760800,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3770
3771,Tamilarasan. M.,PENNAGARAM,IND,42,Graduate Professional,0,,2785307,0,2785307,625000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3771
3772,Tamilselvi. S.,PENNAGARAM,IND,65,Post Graduate,0,,2764833,3214500,5979333,788000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3772
3773,Manivannan. S.,PENNAGARAM,IND,48,Post Graduate,0,,2440456,4700000,7140456,3523000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3773
3774,Manoharan. K. A.,PENNAGARAM,IND,48,10th Pass,0,,1400000,1000000,2400000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3774
3775,Veerappan. M.,PENNAGARAM,IND,65,5th Pass,0,,358500,750000,1108500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3775
3776,E. Ramalingam,PUDUKKOTTAI,Party for the Rights of Other backward Classes,46,Graduate,0,,1480000,5850000,7330000,3065713,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3776
3777,S. Niyaz Ahamed,PUDUKKOTTAI,Tamizhaga Vaazhvurimai Katchi,42,8th Pass,1,IPC,570000,0,570000,200000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3777
3778,G. Manimegalai,PUDUKKOTTAI,L,48,10th Pass,0,,1336000,1226200,2562200,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3778
3779,A. Rajasekar,PUDUKKOTTAI,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,42,12th Pass,0,,101600,100000,201600,55014,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3779
3780,K. Rengan,PUDUKKOTTAI,Puthiya Tamilagam,61,Others,0,,63000,4000000,4063000,1900000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3780
3781,G. Arivazhagan,PUDUKKOTTAI,IND,35,Graduate Professional,0,,1177045,0,1177045,263000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3781
3782,Kangatharan .P,PUDUKKOTTAI,IND,35,Post Graduate,1,BNS,126000,0,126000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3782
3783,C. Karuppaiah,PUDUKKOTTAI,IND,46,Graduate,3,IPC; BNS; BNS,3475509,0,3475509,570000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3783
3784,C. Karuppaiah,PUDUKKOTTAI,IND,43,Graduate Professional,2,IPC; IPC,215544,104000,319544,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3784
3785,C. Govindasamy,PUDUKKOTTAI,IND,64,Post Graduate,0,,1929968,6209603,8139571,3552325,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3785
3786,A. Subaresh Raja,PUDUKKOTTAI,IND,32,Others,0,,249500,0,249500,236507,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3786
3787,Senthilnathan .B,PUDUKKOTTAI,IND,29,Graduate Professional,0,,1170056,0,1170056,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3787
3788,K. Dhanagopal,PUDUKKOTTAI,IND,47,10th Pass,0,,835000,100000,935000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3788
3789,G. Duraisaravanan,PUDUKKOTTAI,IND,35,Graduate Professional,0,,1528500,6000000,7528500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3789
3790,M. A. Muthukumar,PUDUKKOTTAI,IND,41,Graduate Professional,0,,2916000,4000000,6916000,5300000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3790
3791,G. Muthuraj,PUDUKKOTTAI,IND,36,10th Pass,0,,793000,300000,1093000,460000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3791
3792,D. Ramesh,PUDUKKOTTAI,IND,53,Graduate Professional,0,,1242500,2500000,3742500,1808000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3792
3793,A. Radhakrishnan,PUDUKKOTTAI,IND,72,12th Pass,0,,1020000,0,1020000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3793
3794,Ramachandran .C,PUDUKKOTTAI,IND,45,12th Pass,0,,545000,0,545000,100000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3794
3795,C. Ramachandran,PUDUKKOTTAI,IND,65,5th Pass,0,,566500,0,566500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3795
3796,R. Ramachandran,PUDUKKOTTAI,IND,63,Post Graduate,0,,565106,0,565106,85151,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3796
3797,V.R. Jayakumar,PUDUKKOTTAI,IND,54,12th Pass,0,,1058512,0,1058512,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3797
3798,Essakkiammal.E,RADHAPURAM,BSP,46,Post Graduate,0,,7786770,0,7786770,556000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3798
3799,Mahalakshmi,RADHAPURAM,Puthiya Makkal Tamil Desam Katchi,36,10th Pass,0,,644000,800000,1444000,300000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3799
3800,Arunraj,RADHAPURAM,IND,35,Graduate Professional,0,,1635500,0,1635500,1858677,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3800
3801,Oliver Anton Navamoni. S,RADHAPURAM,IND,47,Post Graduate,0,,2054500,15200000,17254500,4722000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3801
3802,Karthick.V,RADHAPURAM,IND,29,Others,0,,1441694,600000,2041694,526000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3802
3803,Sundarajan.S,RADHAPURAM,IND,51,8th Pass,0,,1098000,500000,1598000,438000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3803
3804,Selvan.T,RADHAPURAM,IND,44,10th Pass,1,IPC,3318786,7300000,10618786,5369000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3804
3805,Daniel.A,RADHAPURAM,IND,61,8th Pass,0,,1623000,700000,2323000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3805
3806,Pon Santhana Kumaran.R,RADHAPURAM,IND,37,Others,0,,3957093,373725,4330818,3584422,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3806
3807,Manikandan.S,RADHAPURAM,IND,33,Others,0,,2643500,0,2643500,85000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3807
3808,Rajan.P,RADHAPURAM,IND,43,Graduate,0,,3062000,0,3062000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3808
3809,Manikandan.L,RADHAPURAM,IND,37,Others,0,,3086000,0,3086000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3809
3810,Jeyaraj.P V S,RADHAPURAM,IND,78,Graduate Professional,0,,22000,0,22000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3810
3811,Dr.J. Abubakkar Sithick,RAMANATHAPURAM,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,51,Graduate,0,,7477353,8563300,16040653,890000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3811
3812,Karthigai Pandi,RAMANATHAPURAM,IND,41,10th Pass,0,,768800,0,768800,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3812
3813,A. Chinna Raja,RAMANATHAPURAM,IND,38,8th Pass,0,,3766614,5254000,9020614,3916000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3813
3814,Balakrishnan,RAMANATHAPURAM,IND,65,8th Pass,0,,438000,0,438000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3814
3815,Pullani,RAMANATHAPURAM,IND,43,5th Pass,2,IPC; IPC,335076,300000,635076,502810,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3815
3816,K. Maleswaran,RAMANATHAPURAM,IND,40,12th Pass,0,,1688000,600000,2288000,930000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3816
3817,N.Viswanathan,RANIPET,Tamizhaga Vaazhvurimai Katchi,43,8th Pass,2,IPC; IPC,605000,4300000,4905000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3817
3818,J. Hassain,RANIPET,IND,82,Graduate Professional,0,,75000,8000000,8075000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3818
3819,K. Sakthivel Nathan,RANIPET,IND,53,12th Pass,0,,50000,0,50000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3819
3820,N. Sugumar,RANIPET,IND,42,8th Pass,0,,220000,0,220000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3820
3821,V. Suresh,RANIPET,IND,47,5th Pass,0,,545500,1400000,1945500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3821
3822,A. Nareshkumar,RANIPET,IND,42,8th Pass,10,IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC; IPC,10576668,5300000,15876668,1195000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3822
3823,J. Mohan,RANIPET,IND,39,12th Pass,0,,446900,0,446900,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3823
3824,S. Mariappan,SANKARANKOVIL (SC),BSP,31,8th Pass,0,,90000,0,90000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3824
3825,K. Thangavel,SANKARANKOVIL (SC),Puthiya Makkal Tamil Desam Katchi,65,5th Pass,0,,1253000,250000,1503000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3825
3826,J. Pandi,SANKARANKOVIL (SC),Bharatha Makkal Katchi,41,8th Pass,0,,9351,0,9351,250000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3826
3827,Prabakaran,SANKARANKOVIL (SC),Puthiya Tamilagam,39,Post Graduate,1,BNS,912500,0,912500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3827
3828,Vasanthi Murugesan,SANKARANKOVIL (SC),All India Puratchi Thalaivar Makkal Munnettra Kazhagam,63,Post Graduate,0,,8637038,8262400,16899438,1250000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3828
3829,Velraj .S,SANKARANKOVIL (SC),Tamizhaga Vaazhvurimai Katchi,41,8th Pass,0,,736000,0,736000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3829
3830,Anand,SANKARANKOVIL (SC),IND,35,Graduate Professional,0,,371000,0,371000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3830
3831,K. Subburaj,SANKARANKOVIL (SC),IND,42,12th Pass,0,,105166,350000,455166,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3831
3832,V. Paulpandian,SANKARANKOVIL (SC),IND,54,Graduate,0,,752835,1100000,1852835,99000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3832
3833,S. Muthuselvan,SANKARANKOVIL (SC),IND,49,Graduate Professional,2,IPC; IPC,2441300,0,2441300,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3833
3834,K. Ravikumar,SANKARANKOVIL (SC),IND,36,10th Pass,0,,1290357,247000,1537357,900000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3834
3835,M. Raj,SANKARANKOVIL (SC),IND,42,Graduate Professional,0,,561000,0,561000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3835
3836,Sudha M,SANKARAPURAM,BSP,37,Graduate,0,,75000,325000,400000,135000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3836
3837,Ramachandiran M,SANKARAPURAM,Tamizhaga Vaazhvurimai Katchi,47,10th Pass,0,,50000,1000000,1050000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3837
3838,Gangasekar A,SANKARAPURAM,MAKKAL SAKTHI KATCHI,42,12th Pass,0,,1823787,0,1823787,720000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3838
3839,Nadarajan K,SANKARAPURAM,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,67,Illiterate,1,IPC,65000,0,65000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3839
3840,Anbazhagan S,SANKARAPURAM,IND,28,Others,0,,346000,0,346000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3840
3841,Kavikuil V,SANKARAPURAM,IND,26,Graduate,0,,146304,0,146304,528000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3841
3842,Samikkannu M,SANKARAPURAM,IND,44,10th Pass,0,,34000,0,34000,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3842
3843,Durai Ezhilan P,SANKARAPURAM,IND,49,Graduate,0,,108041,0,108041,178000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3843
3844,Pachaiyappan K,SANKARAPURAM,IND,56,10th Pass,0,,21500,0,21500,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3844
3845,Manikandan P,SANKARAPURAM,IND,33,Graduate,0,,1000270,0,1000270,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3845
3846,Vignesh R,SANKARAPURAM,IND,29,Graduate,0,,949076,0,949076,166000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3846
3847,Vijay J,SANKARAPURAM,IND,34,Post Graduate,1,IPC,1728827,5000000,6728827,320000,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3847
3848,Harun Rasheeth J,SANKARAPURAM,IND,51,Graduate,0,,211211,2000000,2211211,0,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3848
3849,Kamala Vel Selvan. P,SATTUR,BSP,53,Graduate Professional,0,,4213229,3300000,7513229,2062123,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3849
3850,Esakkiraja. K,SATTUR,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,39,8th Pass,10,BNS; BNS; BNS; BNS; BNS; IPC; IPC; IPC; IPC; IPC,1334053,459160,1793213,52396,https://myneta.info/TamilNadu2026/candidate.php?candidate_id=3850
